Year,Month,Product,Brand,Category,Region,Channel,Units,UnitPrice,Revenue,COGS,GrossProfit,NetProfit
2024,11,Sting Energy,Sting,Beverages,Germany & DACH,Traditional Trade,411171,0.825,339216.07,164468.4,174747.67,75141.5
2024,12,Sting Energy,Sting,Beverages,Germany & DACH,Traditional Trade,394035,0.825,325078.88,157614,167464.88,72009.9
2024,1,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,290789,0.901,262000.89,116315.6,145685.29,62644.67
2024,2,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,287283,0.901,258841.98,114913.2,143928.78,61889.38
2024,3,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,257593,0.901,232091.29,103037.2,129054.09,55493.26
2024,4,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,346168,0.901,311897.37,138467.2,173430.17,74574.97
2024,5,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,406731,0.901,366464.63,162692.4,203772.23,87622.06
2024,6,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,386788,0.901,348495.99,154715.2,193780.79,83325.74
2024,7,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,440647,0.901,397022.95,176258.8,220764.15,94928.58
2024,8,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,386675,0.901,348394.17,154670,193724.17,83301.39
2024,9,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,348690,0.901,314169.69,139476,174693.69,75118.29
2024,10,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,310057,0.901,279361.36,124022.8,155338.56,66795.58
2024,11,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,265146,0.901,238896.55,106058.4,132838.15,57120.4
2024,12,Sting Energy,Sting,Beverages,Germany & DACH,E-commerce,266582,0.901,240190.38,106632.8,133557.58,57429.76
2024,1,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,222135,0.952,211472.52,88854,122618.52,52725.96
2024,2,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,283342,0.952,269741.58,113336.8,156404.78,67254.06
2024,3,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,318412,0.952,303128.22,127364.8,175763.42,75578.27
2024,4,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,335255,0.952,319162.76,134102,185060.76,79576.13
2024,5,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,351169,0.952,334312.89,140467.6,193845.29,83353.47
2024,6,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,409050,0.952,389415.6,163620,225795.6,97092.11
2024,7,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,431059,0.952,410368.17,172423.6,237944.57,102316.17
2024,8,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,373166,0.952,355254.03,149266.4,205987.63,88574.68
2024,9,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,319314,0.952,303986.93,127725.6,176261.33,75792.37
2024,10,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,281759,0.952,268234.57,112703.6,155530.97,66878.32
2024,11,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,240270,0.952,228737.04,96108,132629.04,57030.49
2024,12,Sting Energy,Sting,Beverages,Germany & DACH,Foodservice,297148,0.952,282884.9,118859.2,164025.7,70531.05
2024,1,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,561892,0.85,477608.2,224756.8,252851.4,108726.1
2024,2,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,573092,0.85,487128.2,229236.8,257891.4,110893.3
2024,3,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,621076,0.85,527914.6,248430.4,279484.2,120178.21
2024,4,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,667427,0.85,567312.95,266970.8,300342.15,129147.12
2024,5,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,671575,0.85,570838.75,268630,302208.75,129949.76
2024,6,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,832215,0.85,707382.75,332886,374496.75,161033.6
2024,7,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,969675,0.85,824223.75,387870,436353.75,187632.11
2024,8,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,842769,0.85,716353.65,337107.6,379246.05,163075.8
2024,9,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,672470,0.85,571599.5,268988,302611.5,130122.94
2024,10,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,671761,0.85,570996.85,268704.4,302292.45,129985.75
2024,11,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,640922,0.85,544783.7,256368.8,288414.9,124018.41
2024,12,Sting Energy,Sting,Beverages,Poland & CEE,Modern Trade,944244,0.85,802607.4,377697.6,424909.8,182711.21
2024,1,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,393292,0.825,324465.9,157316.8,167149.1,71874.11
2024,2,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,358252,0.825,295557.9,143300.8,152257.1,65470.55
2024,3,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,406324,0.825,335217.3,162529.6,172687.7,74255.71
2024,4,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,420218,0.825,346679.85,168087.2,178592.65,76794.84
2024,5,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,449581,0.825,370904.32,179832.4,191071.92,82160.93
2024,6,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,598005,0.825,493354.13,239202,254152.13,109285.42
2024,7,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,593966,0.825,490021.95,237586.4,252435.55,108547.29
2024,8,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,849767,0.825,701057.77,339906.8,361150.97,155294.92
2024,9,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,537140,0.825,443140.5,214856,228284.5,98162.33
2024,10,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,469721,0.825,387519.82,187888.4,199631.42,85841.51
2024,11,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,461715,0.825,380914.88,184686,196228.88,84378.42
2024,12,Sting Energy,Sting,Beverages,Poland & CEE,Traditional Trade,428921,0.825,353859.82,171568.4,182291.42,78385.31
2024,1,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,285101,0.901,256876,114040.4,142835.6,61419.31
2024,2,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,295098,0.901,265883.3,118039.2,147844.1,63572.96
2024,3,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,329606,0.901,296975.01,131842.4,165132.61,71007.02
2024,4,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,344261,0.901,310179.16,137704.4,172474.76,74164.15
2024,5,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,343093,0.901,309126.79,137237.2,171889.59,73912.52
2024,6,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,345865,0.901,311624.36,138346,173278.36,74509.69
2024,7,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,451411,0.901,406721.31,180564.4,226156.91,97247.47
2024,8,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,415664,0.901,374513.26,166265.6,208247.66,89546.49
2024,9,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,373149,0.901,336207.25,149259.6,186947.65,80387.49
2024,10,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,274741,0.901,247541.64,109896.4,137645.24,59187.45
2024,11,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,298918,0.901,269325.12,119567.2,149757.92,64395.91
2024,12,Sting Energy,Sting,Beverages,Poland & CEE,E-commerce,283375,0.901,255320.88,113350,141970.88,61047.48
2024,1,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,230298,0.952,219243.7,92119.2,127124.5,54663.53
2024,2,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,244723,0.952,232976.3,97889.2,135087.1,58087.45
2024,3,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,287651,0.952,273843.75,115060.4,158783.35,68276.84
2024,4,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,260817,0.952,248297.78,104326.8,143970.98,61907.52
2024,5,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,308090,0.952,293301.68,123236,170065.68,73128.24
2024,6,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,330540,0.952,314674.08,132216,182458.08,78456.97
2024,7,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,350423,0.952,333602.7,140169.2,193433.5,83176.4
2024,8,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,350412,0.952,333592.22,140164.8,193427.42,83173.79
2024,9,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,352905,0.952,335965.56,141162,194803.56,83765.53
2024,10,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,250014,0.952,238013.33,100005.6,138007.73,59343.32
2024,11,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,249485,0.952,237509.72,99794,137715.72,59217.76
2024,12,Sting Energy,Sting,Beverages,Poland & CEE,Foodservice,275823,0.952,262583.5,110329.2,152254.3,65469.35
2024,1,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,628507,0.85,534230.95,251402.8,282828.15,121616.1
2024,2,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,667048,0.85,566990.8,266819.2,300171.6,129073.79
2024,3,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,746350,0.85,634397.5,298540,335857.5,144418.73
2024,4,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,732305,0.85,622459.25,292922,329537.25,141701.02
2024,5,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,791800,0.85,673030,316720,356310,153213.3
2024,6,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,951721,0.85,808962.85,380688.4,428274.45,184158.01
2024,7,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,1028270,0.85,874029.5,411308,462721.5,198970.24
2024,8,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,844640,0.85,717944,337856,380088,163437.84
2024,9,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,732313,0.85,622466.05,292925.2,329540.85,141702.57
2024,10,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,610849,0.85,519221.65,244339.6,274882.05,118199.28
2024,11,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,622292,0.85,528948.2,248916.8,280031.4,120413.5
2024,12,Sting Energy,Sting,Beverages,Türkiye,Modern Trade,760198,0.85,646168.3,304079.2,342089.1,147098.31
2024,1,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,340956,0.825,281288.7,136382.4,144906.3,62309.71
2024,2,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,449688,0.825,370992.6,179875.2,191117.4,82180.48
2024,3,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,479616,0.825,395683.2,191846.4,203836.8,87649.82
2024,4,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,470968,0.825,388548.6,188387.2,200161.4,86069.4
2024,5,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,529418,0.825,436769.85,211767.2,225002.65,96751.14
2024,6,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,607001,0.825,500775.82,242800.4,257975.42,110929.43
2024,7,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,555505,0.825,458291.63,222202,236089.63,101518.54
2024,8,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,569485,0.825,469825.13,227794,242031.13,104073.39
2024,9,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,446289,0.825,368188.42,178515.6,189672.82,81559.31
2024,10,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,471736,0.825,389182.2,188694.4,200487.8,86209.75
2024,11,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,559484,0.825,461574.3,223793.6,237780.7,102245.7
2024,12,Sting Energy,Sting,Beverages,Türkiye,Traditional Trade,450798,0.825,371908.35,180319.2,191589.15,82383.33
2024,1,Sting Energy,Sting,Beverages,Türkiye,E-commerce,252365,0.901,227380.87,100946,126434.87,54366.99
2024,2,Sting Energy,Sting,Beverages,Türkiye,E-commerce,256633,0.901,231226.33,102653.2,128573.13,55286.45
2024,3,Sting Energy,Sting,Beverages,Türkiye,E-commerce,308764,0.901,278196.36,123505.6,154690.76,66517.03
2024,4,Sting Energy,Sting,Beverages,Türkiye,E-commerce,323397,0.901,291380.7,129358.8,162021.9,69669.42
2024,5,Sting Energy,Sting,Beverages,Türkiye,E-commerce,389968,0.901,351361.17,155987.2,195373.97,84010.81
2024,6,Sting Energy,Sting,Beverages,Türkiye,E-commerce,443691,0.901,399765.59,177476.4,222289.19,95584.35
2024,7,Sting Energy,Sting,Beverages,Türkiye,E-commerce,434526,0.901,391507.93,173810.4,217697.53,93609.94
2024,8,Sting Energy,Sting,Beverages,Türkiye,E-commerce,430245,0.901,387650.74,172098,215552.74,92687.68
2024,9,Sting Energy,Sting,Beverages,Türkiye,E-commerce,376821,0.901,339515.72,150728.4,188787.32,81178.55
2024,10,Sting Energy,Sting,Beverages,Türkiye,E-commerce,318014,0.901,286530.61,127205.6,159325.01,68509.75
2024,11,Sting Energy,Sting,Beverages,Türkiye,E-commerce,292603,0.901,263635.3,117041.2,146594.1,63035.46
2024,12,Sting Energy,Sting,Beverages,Türkiye,E-commerce,265301,0.901,239036.2,106120.4,132915.8,57153.79
2024,1,Sting Energy,Sting,Beverages,Türkiye,Foodservice,261717,0.952,249154.58,104686.8,144467.78,62121.15
2024,2,Sting Energy,Sting,Beverages,Türkiye,Foodservice,272034,0.952,258976.37,108813.6,150162.77,64569.99
2024,3,Sting Energy,Sting,Beverages,Türkiye,Foodservice,310585,0.952,295676.92,124234,171442.92,73720.46
2024,4,Sting Energy,Sting,Beverages,Türkiye,Foodservice,268484,0.952,255596.77,107393.6,148203.17,63727.36
2024,5,Sting Energy,Sting,Beverages,Türkiye,Foodservice,356196,0.952,339098.59,142478.4,196620.19,84546.68
2024,6,Sting Energy,Sting,Beverages,Türkiye,Foodservice,347770,0.952,331077.04,139108,191969.04,82546.69
2024,7,Sting Energy,Sting,Beverages,Türkiye,Foodservice,388802,0.952,370139.5,155520.8,214618.7,92286.04
2024,8,Sting Energy,Sting,Beverages,Türkiye,Foodservice,444103,0.952,422786.06,177641.2,245144.86,105412.29
2024,9,Sting Energy,Sting,Beverages,Türkiye,Foodservice,365448,0.952,347906.5,146179.2,201727.3,86742.74
2024,10,Sting Energy,Sting,Beverages,Türkiye,Foodservice,292785,0.952,278731.32,117114,161617.32,69495.45
2024,11,Sting Energy,Sting,Beverages,Türkiye,Foodservice,241323,0.952,229739.5,96529.2,133210.3,57280.43
2024,12,Sting Energy,Sting,Beverages,Türkiye,Foodservice,274328,0.952,261160.26,109731.2,151429.06,65114.5
2024,1,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,547483,0.85,465360.55,218993.2,246367.35,105937.96
2024,2,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,536812,0.85,456290.2,214724.8,241565.4,103873.12
2024,3,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,684776,0.85,582059.6,273910.4,308149.2,132504.16
2024,4,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,724226,0.85,615592.1,289690.4,325901.7,140137.73
2024,5,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,861266,0.85,732076.1,344506.4,387569.7,166654.97
2024,6,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,905184,0.85,769406.4,362073.6,407332.8,175153.1
2024,7,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,916279,0.85,778837.15,366511.6,412325.55,177299.99
2024,8,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,913109,0.85,776142.65,365243.6,410899.05,176686.59
2024,9,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,855482,0.85,727159.7,342192.8,384966.9,165535.77
2024,10,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,776660,0.85,660161,310664,349497,150283.71
2024,11,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,691041,0.85,587384.85,276416.4,310968.45,133716.43
2024,12,Sting Energy,Sting,Beverages,Levant & Egypt,Modern Trade,707526,0.85,601397.1,283010.4,318386.7,136906.28
2024,1,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,420182,0.825,346650.15,168072.8,178577.35,76788.26
2024,2,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,443875,0.825,366196.88,177550,188646.88,81118.16
2024,3,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,449511,0.825,370846.57,179804.4,191042.17,82148.13
2024,4,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,431356,0.825,355868.7,172542.4,183326.3,78830.31
2024,5,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,555436,0.825,458234.7,222174.4,236060.3,101505.93
2024,6,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,653482,0.825,539122.65,261392.8,277729.85,119423.84
2024,7,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,713893,0.825,588961.72,285557.2,303404.52,130463.94
2024,8,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,678796,0.825,560006.7,271518.4,288488.3,124049.97
2024,9,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,580003,0.825,478502.47,232001.2,246501.27,105995.55
2024,10,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,468352,0.825,386390.4,187340.8,199049.6,85591.33
2024,11,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,454985,0.825,375362.63,181994,193368.63,83148.51
2024,12,Sting Energy,Sting,Beverages,Levant & Egypt,Traditional Trade,505979,0.825,417432.67,202391.6,215041.07,92467.66
2024,1,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,284844,0.901,256644.44,113937.6,142706.84,61363.94
2024,2,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,306087,0.901,275784.39,122434.8,153349.59,65940.32
2024,3,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,328625,0.901,296091.13,131450,164641.13,70795.69
2024,4,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,424958,0.901,382887.16,169983.2,212903.96,91548.7
2024,5,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,357912,0.901,322478.71,143164.8,179313.91,77104.98
2024,6,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,388716,0.901,350233.12,155486.4,194746.72,83741.09
2024,7,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,383199,0.901,345262.3,153279.6,191982.7,82552.56
2024,8,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,389983,0.901,351374.68,155993.2,195381.48,84014.04
2024,9,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,387395,0.901,349042.9,154958,194084.9,83456.51
2024,10,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,278193,0.901,250651.89,111277.2,139374.69,59931.12
2024,11,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,296652,0.901,267283.45,118660.8,148622.65,63907.74
2024,12,Sting Energy,Sting,Beverages,Levant & Egypt,E-commerce,315801,0.901,284536.7,126320.4,158216.3,68033.01
2024,1,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,386159,0.952,367623.37,154463.6,213159.77,91658.7
2024,2,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,270192,0.952,257222.78,108076.8,149145.98,64132.77
2024,3,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,254265,0.952,242060.28,101706,140354.28,60352.34
2024,4,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,382807,0.952,364432.26,153122.8,211309.46,90863.07
2024,5,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,307684,0.952,292915.17,123073.6,169841.57,73031.88
2024,6,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,409281,0.952,389635.51,163712.4,225923.11,97146.94
2024,7,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,425759,0.952,405322.57,170303.6,235018.97,101058.16
2024,8,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,431819,0.952,411091.69,172727.6,238364.09,102496.56
2024,9,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,489598,0.952,466097.3,195839.2,270258.1,116210.98
2024,10,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,300874,0.952,286432.05,120349.6,166082.45,71415.45
2024,11,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,262470,0.952,249871.44,104988,144883.44,62299.88
2024,12,Sting Energy,Sting,Beverages,Levant & Egypt,Foodservice,280488,0.952,267024.58,112195.2,154829.38,66576.63
2024,1,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,649204,0.85,551823.4,259681.6,292141.8,125620.97
2024,2,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,721819,0.85,613546.15,288727.6,324818.55,139671.98
2024,3,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,807756,0.85,686592.6,323102.4,363490.2,156300.79
2024,4,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,725545,0.85,616713.25,290218,326495.25,140392.96
2024,5,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,944795,0.85,803075.75,377918,425157.75,182817.83
2024,6,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,967697,0.85,822542.45,387078.8,435463.65,187249.37
2024,7,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,947393,0.85,805284.05,378957.2,426326.85,183320.55
2024,8,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,1140841,0.85,969714.85,456336.4,513378.45,220752.73
2024,9,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,816844,0.85,694317.4,326737.6,367579.8,158059.31
2024,10,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,827273,0.85,703182.05,330909.2,372272.85,160077.33
2024,11,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,639514,0.85,543586.9,255805.6,287781.3,123745.96
2024,12,Sting Energy,Sting,Beverages,Gulf & Middle East,Modern Trade,655652,0.85,557304.2,262260.8,295043.4,126868.66
2024,1,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,429916,0.825,354680.7,171966.4,182714.3,78567.15
2024,2,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,396667,0.825,327250.27,158666.8,168583.47,72490.89
2024,3,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,453864,0.825,374437.8,181545.6,192892.2,82943.65
2024,4,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,467161,0.825,385407.82,186864.4,198543.42,85373.67
2024,5,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,534748,0.825,441167.1,213899.2,227267.9,97725.2
2024,6,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,638949,0.825,527132.92,255579.6,271553.32,116767.93
2024,7,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,656516,0.825,541625.7,262606.4,279019.3,119978.3
2024,8,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,684444,0.825,564666.3,273777.6,290888.7,125082.14
2024,9,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,493885,0.825,407455.13,197554,209901.13,90257.49
2024,10,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,643787,0.825,531124.28,257514.8,273609.48,117652.08
2024,11,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,461670,0.825,380877.75,184668,196209.75,84370.19
2024,12,Sting Energy,Sting,Beverages,Gulf & Middle East,Traditional Trade,533337,0.825,440003.02,213334.8,226668.22,97467.33
2024,1,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,324985,0.901,292811.48,129994,162817.48,70011.52
2024,2,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,280297,0.901,252547.6,112118.8,140428.8,60384.38
2024,3,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,287832,0.901,259336.63,115132.8,144203.83,62007.65
2024,4,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,383440,0.901,345479.44,153376,192103.44,82604.48
2024,5,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,399489,0.901,359939.59,159795.6,200143.99,86061.92
2024,6,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,470779,0.901,424171.88,188311.6,235860.28,101419.92
2024,7,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,471042,0.901,424408.84,188416.8,235992.04,101476.58
2024,8,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,399674,0.901,360106.27,159869.6,200236.67,86101.77
2024,9,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,358758,0.901,323240.96,143503.2,179737.76,77287.24
2024,10,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,338155,0.901,304677.66,135262,169415.66,72848.73
2024,11,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,273022,0.901,245992.82,109208.8,136784.02,58817.13
2024,12,Sting Energy,Sting,Beverages,Gulf & Middle East,E-commerce,335580,0.901,302357.58,134232,168125.58,72294
2024,1,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,241708,0.952,230106.02,96683.2,133422.82,57371.81
2024,2,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,272009,0.952,258952.57,108803.6,150148.97,64564.06
2024,3,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,418208,0.952,398134.02,167283.2,230850.82,99265.85
2024,4,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,384502,0.952,366045.9,153800.8,212245.1,91265.39
2024,5,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,336820,0.952,320652.64,134728,185924.64,79947.6
2024,6,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,435214,0.952,414323.73,174085.6,240238.13,103302.4
2024,7,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,394422,0.952,375489.74,157768.8,217720.94,93620
2024,8,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,440407,0.952,419267.46,176162.8,243104.66,104535
2024,9,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,389981,0.952,371261.91,155992.4,215269.51,92565.89
2024,10,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,423023,0.952,402717.9,169209.2,233508.7,100408.74
2024,11,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,260468,0.952,247965.54,104187.2,143778.34,61824.69
2024,12,Sting Energy,Sting,Beverages,Gulf & Middle East,Foodservice,358237,0.952,341041.62,143294.8,197746.82,85031.13
2024,1,Lay's Classic,Lay's,Snacks,UK & Ireland,Modern Trade,3666763,1.2,4400115.6,1906716.76,2493398.84,1072161.5
2024,2,Lay's Classic,Lay's,Snacks,UK & Ireland,Modern Trade,4196007,1.2,5035208.4,2181923.64,2853284.76,1226912.45
2024,3,Lay's Classic,Lay's,Snacks,UK & Ireland,Modern Trade,3812969,1.2,4575562.8,1982743.88,2592818.92,1114912.14
2024,4,Lay's Classic,Lay's,Snacks,UK & Ireland,Modern Trade,3577535,1.2,4293042,1860318.2,2432723.8,1046071.23
